Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
2709,CA-2024-198366,2024-03-01,2024-03-01,Same Day,CSM-00066,Smith Corp #2,Corporate,United States,Milwaukee,Wisconsin,53202,Central,OFF-LA-10000353,Office Supplies,Labels,Labels SKU-023 (Premium Quality),11.96,7,0.0,4.78
2710,CA-2024-170060,2024-03-01,2024-03-06,Standard Class,HCH-00063,Charlie Garcia,Home Office,United States,Nashville,Tennessee,37203,South,OFF-LA-10000343,Office Supplies,Labels,Labels SKU-013 (Premium Quality),4.57,10,0.4,0.0
2711,CA-2024-433028,2024-03-01,2024-03-01,Same Day,HHA-00069,Hannah Taylor,Home Office,United States,Los Angeles,California,90036,West,OFF-FA-10000379,Office Supplies,Fasteners,Fasteners SKU-019 (Premium Quality),7.63,10,0.2,0.95
2712,CA-2024-608013,2024-03-01,2024-03-02,First Class,CJO-00029,John Garcia,Consumer,United States,Salt Lake City,Utah,84101,West,FUR-FU-10000094,Furniture,Furnishings,Furnishings SKU-004 (Premium Quality),14.28,4,0.0,2.86
2713,CA-2024-132699,2024-03-02,2024-03-03,First Class,CMI-00001,Michael Smith,Consumer,United States,Salt Lake City,Utah,84101,West,TEC-AC-10000421,Technology,Accessories,Accessories SKU-001 (Premium Quality),39.23,2,0.0,12.55
2714,CA-2024-878460,2024-03-02,2024-03-06,Second Class,CRO-00034,Rodriguez Partners #3,Corporate,United States,San Francisco,California,94110,West,OFF-FA-10000367,Office Supplies,Fasteners,Fasteners SKU-007 (Premium Quality),4.29,4,0.0,1.29
2715,CA-2024-770268,2024-03-02,2024-03-03,First Class,CJA-00064,Jackson Global #7,Corporate,United States,Philadelphia,Pennsylvania,19104,East,TEC-PH-10000391,Technology,Phones,Phones SKU-001 (Premium Quality),39.88,1,0.2,4.98
2716,CA-2024-803011,2024-03-03,2024-03-03,Same Day,CGA-00049,Garcia Bros #3,Corporate,United States,Austin,Texas,78701,Central,TEC-MA-10000461,Technology,Machines,Machines SKU-011 (Premium Quality),842.31,9,0.2,21.06
2717,CA-2024-301553,2024-03-03,2024-03-06,Second Class,CSA-00053,Sarah Thomas,Consumer,United States,Wilmington,Delaware,19801,East,OFF-AP-10000124,Office Supplies,Appliances,Appliances SKU-004 (Premium Quality),22.74,7,0.2,1.42
2718,CA-2024-752123,2024-03-04,2024-03-06,Second Class,CMO-00105,Moore Industries #7,Corporate,United States,Austin,Texas,78701,Central,OFF-BI-10000157,Office Supplies,Binders,Binders SKU-007 (Premium Quality),18.08,6,0.1,5.02
2719,CA-2024-145206,2024-03-04,2024-03-07,Second Class,HAL-00029,Alice Wilson,Home Office,United States,Tampa,Florida,33602,South,TEC-CO-10000483,Technology,Copiers,Copiers SKU-003 (Premium Quality),1459.0,4,0.0,656.55
2720,CA-2024-451936,2024-03-04,2024-03-04,Same Day,CJE-00066,Jessica Rodriguez,Consumer,United States,Charlotte,North Carolina,28202,South,OFF-FA-10000372,Office Supplies,Fasteners,Fasteners SKU-012 (Premium Quality),2.96,3,0.2,0.37
2721,CA-2024-430642,2024-03-04,2024-03-06,First Class,CRO-00127,Robert Garcia,Consumer,United States,Cleveland,Ohio,44114,East,OFF-EN-10000308,Office Supplies,Envelopes,Envelopes SKU-008 (Premium Quality),2.83,9,0.3,0.21
2722,CA-2024-862008,2024-03-05,2024-03-05,Same Day,CTH-00079,Thomas & Sons #2,Corporate,United States,Milwaukee,Wisconsin,53202,Central,TEC-PH-10000418,Technology,Phones,Phones SKU-028 (Premium Quality),140.34,10,0.3,0.0
2723,CA-2024-669751,2024-03-05,2024-03-05,Same Day,CHA-00139,Harris Group #7,Corporate,United States,Portland,Oregon,97201,West,OFF-ST-10000241,Office Supplies,Storage,Storage SKU-001 (Premium Quality),57.96,4,0.2,0.0
2724,CA-2024-993419,2024-03-05,2024-03-07,First Class,CMO-00150,Moore Industries #3,Corporate,United States,Las Vegas,Nevada,89101,West,TEC-AC-10000425,Technology,Accessories,Accessories SKU-005 (Premium Quality),9.27,1,0.0,2.97
2725,CA-2024-273669,2024-03-05,2024-03-09,Standard Class,CRI-00046,Richard Martin,Consumer,United States,Seattle,Washington,98103,West,FUR-CH-10000058,Furniture,Chairs,Chairs SKU-028 (Premium Quality),42.66,8,0.5,-29.87
2726,CA-2024-641554,2024-03-06,2024-03-09,Second Class,HBO-00103,Bob Jones,Home Office,United States,Dallas,Texas,75201,Central,TEC-AC-10000437,Technology,Accessories,Accessories SKU-017 (Premium Quality),14.53,3,0.0,4.65
2727,CA-2024-195142,2024-03-06,2024-03-11,Standard Class,CJO-00032,Johnson LLC #1,Corporate,United States,Jacksonville,Florida,32202,South,OFF-FA-10000363,Office Supplies,Fasteners,Fasteners SKU-003 (Premium Quality),3.16,5,0.1,0.7
2728,CA-2024-176838,2024-03-06,2024-03-12,Standard Class,CMA-00140,Martin & Co #1,Corporate,United States,Boston,Massachusetts,02116,East,FUR-FU-10000114,Furniture,Furnishings,Furnishings SKU-024 (Premium Quality),12.65,3,0.1,1.41
2729,CA-2024-544112,2024-03-06,2024-03-09,Second Class,HRA-00140,Rachel Moore,Home Office,United States,Boston,Massachusetts,02116,East,TEC-AC-10000449,Technology,Accessories,Accessories SKU-029 (Premium Quality),136.97,10,0.3,3.91
2730,CA-2024-340947,2024-03-07,2024-03-09,Second Class,CJO-00099,Joseph Martin,Consumer,United States,Seattle,Washington,98103,West,FUR-BO-10000027,Furniture,Bookcases,Bookcases SKU-027 (Premium Quality),136.79,4,0.1,3.04
2731,CA-2024-539450,2024-03-08,2024-03-10,First Class,HAL-00014,Alice Jackson,Home Office,United States,Portland,Oregon,97201,West,OFF-AR-10000188,Office Supplies,Art,Art SKU-008 (Premium Quality),5.65,7,0.0,1.7
2732,CA-2024-759858,2024-03-09,2024-03-13,Second Class,CMA-00009,Martinez Tech #2,Corporate,United States,Milwaukee,Wisconsin,53202,Central,FUR-CH-10000032,Furniture,Chairs,Chairs SKU-002 (Premium Quality),188.04,7,0.2,-11.75
2733,CA-2024-187435,2024-03-09,2024-03-10,First Class,HHA-00087,Hannah Anderson,Home Office,United States,Seattle,Washington,98103,West,OFF-LA-10000349,Office Supplies,Labels,Labels SKU-019 (Premium Quality),13.18,10,0.3,1.88
2734,CA-2024-277540,2024-03-09,2024-03-09,Same Day,CJO-00132,Jones Group #4,Corporate,United States,Spokane,Washington,99201,West,OFF-AR-10000210,Office Supplies,Art,Art SKU-030 (Premium Quality),0.5,2,0.2,0.06
2735,CA-2024-817157,2024-03-09,2024-03-12,Standard Class,CMA-00002,Martin Consulting #2,Corporate,United States,Las Vegas,Nevada,89101,West,OFF-LA-10000344,Office Supplies,Labels,Labels SKU-014 (Premium Quality),6.25,4,0.1,2.08
2736,CA-2024-498169,2024-03-10,2024-03-10,Same Day,CJE-00052,Jessica Rodriguez,Consumer,United States,Minneapolis,Minnesota,55401,Central,OFF-ST-10000262,Office Supplies,Storage,Storage SKU-022 (Premium Quality),32.93,5,0.1,3.66
2737,CA-2024-715298,2024-03-10,2024-03-14,Standard Class,CMI-00112,Michael Thomas,Consumer,United States,Nashville,Tennessee,37203,South,OFF-PA-10000230,Office Supplies,Paper,Paper SKU-020 (Premium Quality),4.67,5,0.2,1.17
2738,CA-2024-493629,2024-03-10,2024-03-10,Same Day,CGA-00131,Garcia Bros #7,Corporate,United States,San Diego,California,92109,West,TEC-PH-10000417,Technology,Phones,Phones SKU-027 (Premium Quality),586.64,7,0.0,175.99
2739,CA-2024-236376,2024-03-10,2024-03-10,Same Day,HSA-00147,Samuel Smith,Home Office,United States,Detroit,Michigan,48201,Central,OFF-PA-10000215,Office Supplies,Paper,Paper SKU-005 (Premium Quality),2.69,2,0.0,1.07
2740,CA-2024-584903,2024-03-10,2024-03-14,Second Class,CTA-00007,Taylor Logistics #3,Corporate,United States,Austin,Texas,78701,Central,OFF-EN-10000323,Office Supplies,Envelopes,Envelopes SKU-023 (Premium Quality),8.93,5,0.2,1.68
2741,CA-2024-664451,2024-03-11,2024-03-11,Same Day,HIA-00128,Ian Martin,Home Office,United States,Dallas,Texas,75201,Central,OFF-PA-10000238,Office Supplies,Paper,Paper SKU-028 (Premium Quality),13.52,9,0.4,-0.0
2742,CA-2024-192847,2024-03-11,2024-03-15,Standard Class,CMO-00035,Moore Industries #9,Corporate,United States,Atlanta,Georgia,30303,South,OFF-AP-10000125,Office Supplies,Appliances,Appliances SKU-005 (Premium Quality),49.6,3,0.2,3.1
2743,CA-2024-249531,2024-03-11,2024-03-11,Same Day,CMI-00004,Michael Jackson,Consumer,United States,San Francisco,California,94110,West,FUR-FU-10000092,Furniture,Furnishings,Furnishings SKU-002 (Premium Quality),4.48,5,0.2,-0.0
2744,CA-2024-575581,2024-03-11,2024-03-15,Second Class,HSA-00071,Samuel Anderson,Home Office,United States,Phoenix,Arizona,85001,West,FUR-BO-10000007,Furniture,Bookcases,Bookcases SKU-007 (Premium Quality),83.91,3,0.3,-21.58
2745,CA-2024-283001,2024-03-11,2024-03-12,First Class,CLI-00135,Linda Jackson,Consumer,United States,Raleigh,North Carolina,27601,South,OFF-SU-10000288,Office Supplies,Supplies,Supplies SKU-018 (Premium Quality),75.82,7,0.1,4.21
2746,CA-2024-988075,2024-03-11,2024-03-18,Standard Class,HHA-00106,Hannah Brown,Home Office,United States,Richmond,Virginia,23219,South,OFF-LA-10000332,Office Supplies,Labels,Labels SKU-002 (Premium Quality),1.66,1,0.0,0.66
2747,CA-2024-103485,2024-03-11,2024-03-12,First Class,CSA-00053,Sarah Thomas,Consumer,United States,San Diego,California,92109,West,OFF-LA-10000360,Office Supplies,Labels,Labels SKU-030 (Premium Quality),13.54,10,0.2,3.39
2748,CA-2024-383496,2024-03-12,2024-03-12,Same Day,CTA-00107,Taylor Logistics #8,Corporate,United States,Portland,Oregon,97201,West,OFF-AR-10000206,Office Supplies,Art,Art SKU-026 (Premium Quality),4.16,4,0.0,1.25
2749,CA-2024-586279,2024-03-12,2024-03-14,First Class,HOS-00097,Oscar Martinez,Home Office,United States,Wilmington,Delaware,19801,East,TEC-MA-10000456,Technology,Machines,Machines SKU-006 (Premium Quality),330.75,10,0.3,-37.8
2750,CA-2024-957683,2024-03-12,2024-03-14,First Class,CTA-00107,Taylor Logistics #8,Corporate,United States,New York City,New York,10011,East,OFF-LA-10000360,Office Supplies,Labels,Labels SKU-030 (Premium Quality),6.47,5,0.1,2.16
2751,CA-2024-792085,2024-03-12,2024-03-15,Standard Class,CDA-00045,Davis Ltd #4,Corporate,United States,Boston,Massachusetts,02116,East,OFF-AP-10000127,Office Supplies,Appliances,Appliances SKU-007 (Premium Quality),107.43,10,0.2,6.71
2752,CA-2024-435169,2024-03-13,2024-03-18,Standard Class,CJE-00032,Jennifer Rodriguez,Consumer,United States,Newark,New Jersey,07102,East,OFF-SU-10000275,Office Supplies,Supplies,Supplies SKU-005 (Premium Quality),23.05,7,0.1,1.28
2753,CA-2024-884019,2024-03-13,2024-03-15,Second Class,HBO-00115,Bob Lee,Home Office,United States,Tampa,Florida,33602,South,TEC-AC-10000442,Technology,Accessories,Accessories SKU-022 (Premium Quality),90.72,10,0.4,-12.1
2754,CA-2024-286624,2024-03-13,2024-03-13,Same Day,CMO-00115,Moore Industries #3,Corporate,United States,Portland,Oregon,97201,West,TEC-CO-10000482,Technology,Copiers,Copiers SKU-002 (Premium Quality),1974.79,7,0.2,617.12
2755,CA-2024-123126,2024-03-13,2024-03-13,Same Day,CKA-00078,Karen Martinez,Consumer,United States,Baltimore,Maryland,21201,East,OFF-PA-10000228,Office Supplies,Paper,Paper SKU-018 (Premium Quality),6.42,2,0.0,2.57
2756,CA-2024-234779,2024-03-13,2024-03-15,First Class,HRA-00140,Rachel Moore,Home Office,United States,Newark,New Jersey,07102,East,TEC-MA-10000462,Technology,Machines,Machines SKU-012 (Premium Quality),319.77,8,0.4,-95.93
2757,CA-2024-813123,2024-03-13,2024-03-16,Second Class,CSM-00090,Smith Corp #5,Corporate,United States,New York City,New York,10011,East,OFF-AP-10000145,Office Supplies,Appliances,Appliances SKU-025 (Premium Quality),49.04,2,0.0,12.26
2758,CA-2024-806022,2024-03-14,2024-03-18,Second Class,CMA-00098,Martin Consulting #6,Corporate,United States,Seattle,Washington,98103,West,OFF-EN-10000313,Office Supplies,Envelopes,Envelopes SKU-013 (Premium Quality),5.88,5,0.0,2.06
2759,CA-2024-153473,2024-03-14,2024-03-17,Standard Class,CMO-00018,Moore Industries #9,Corporate,United States,Houston,Texas,77002,Central,FUR-CH-10000047,Furniture,Chairs,Chairs SKU-017 (Premium Quality),35.78,10,0.6,-40.25
2760,CA-2024-882556,2024-03-15,2024-03-17,First Class,HJU-00124,Julia Johnson,Home Office,United States,San Diego,California,92109,West,FUR-BO-10000002,Furniture,Bookcases,Bookcases SKU-002 (Premium Quality),127.42,10,0.3,-32.77
2761,CA-2024-229431,2024-03-16,2024-03-17,First Class,HQU-00110,Quinn Taylor,Home Office,United States,Boston,Massachusetts,02116,East,FUR-BO-10000008,Furniture,Bookcases,Bookcases SKU-008 (Premium Quality),107.91,4,0.0,12.95
2762,CA-2024-365164,2024-03-16,2024-03-17,First Class,HCH-00063,Charlie Garcia,Home Office,United States,Miami,Florida,33139,South,OFF-AP-10000145,Office Supplies,Appliances,Appliances SKU-025 (Premium Quality),125.77,8,0.4,-31.44
2763,CA-2024-148679,2024-03-16,2024-03-21,Standard Class,CMO-00094,Moore Industries #4,Corporate,United States,Detroit,Michigan,48201,Central,OFF-PA-10000213,Office Supplies,Paper,Paper SKU-003 (Premium Quality),4.06,1,0.1,1.35
2764,CA-2024-248481,2024-03-16,2024-03-18,First Class,CJA-00095,Jackson Global #8,Corporate,United States,Milwaukee,Wisconsin,53202,Central,OFF-AP-10000143,Office Supplies,Appliances,Appliances SKU-023 (Premium Quality),29.06,3,0.0,7.26
2765,CA-2024-580855,2024-03-17,2024-03-17,Same Day,HCH-00102,Charlie Martin,Home Office,United States,Seattle,Washington,98103,West,OFF-AR-10000185,Office Supplies,Art,Art SKU-005 (Premium Quality),16.25,8,0.2,2.03
2766,CA-2024-680933,2024-03-17,2024-03-19,Second Class,CJO-00103,John Martinez,Consumer,United States,Philadelphia,Pennsylvania,19104,East,OFF-AP-10000122,Office Supplies,Appliances,Appliances SKU-002 (Premium Quality),22.97,1,0.0,5.74
2767,CA-2024-201050,2024-03-17,2024-03-18,First Class,CSM-00090,Smith Corp #5,Corporate,United States,Atlanta,Georgia,30303,South,TEC-AC-10000433,Technology,Accessories,Accessories SKU-013 (Premium Quality),7.62,1,0.0,2.44
2768,CA-2024-525831,2024-03-18,2024-03-18,Same Day,CMA-00016,Mary Rodriguez,Consumer,United States,Denver,Colorado,80202,West,FUR-BO-10000006,Furniture,Bookcases,Bookcases SKU-006 (Premium Quality),65.34,3,0.0,7.84
2769,CA-2024-670989,2024-03-18,2024-03-18,Same Day,CWI-00008,Wilson Holdings #8,Corporate,United States,Indianapolis,Indiana,46201,Central,OFF-BI-10000169,Office Supplies,Binders,Binders SKU-019 (Premium Quality),13.36,4,0.0,4.67
2770,CA-2024-704093,2024-03-18,2024-03-20,First Class,CMA-00033,Martinez Tech #3,Corporate,United States,Columbus,Ohio,43215,East,TEC-AC-10000446,Technology,Accessories,Accessories SKU-026 (Premium Quality),32.21,10,0.2,4.83
2771,CA-2024-829482,2024-03-19,2024-03-26,Standard Class,CAN-00058,Anderson Ventures #5,Corporate,United States,Los Angeles,California,90036,West,OFF-EN-10000327,Office Supplies,Envelopes,Envelopes SKU-027 (Premium Quality),2.27,2,0.2,0.43
2772,CA-2024-894981,2024-03-19,2024-03-23,Standard Class,CJA-00112,Jackson Global #8,Corporate,United States,Seattle,Washington,98103,West,FUR-BO-10000002,Furniture,Bookcases,Bookcases SKU-002 (Premium Quality),288.16,7,0.0,34.58
2773,CA-2024-249117,2024-03-19,2024-03-19,Same Day,CMO-00018,Moore Industries #9,Corporate,United States,San Diego,California,92109,West,FUR-FU-10000108,Furniture,Furnishings,Furnishings SKU-018 (Premium Quality),47.29,7,0.3,-6.76
2774,CA-2024-982393,2024-03-20,2024-03-20,Same Day,HIA-00049,Ian Martinez,Home Office,United States,Dallas,Texas,75201,Central,OFF-AP-10000131,Office Supplies,Appliances,Appliances SKU-011 (Premium Quality),59.63,10,0.4,-14.9
2775,CA-2024-412747,2024-03-20,2024-03-20,Same Day,CTA-00061,Taylor Logistics #6,Corporate,United States,Portland,Oregon,97201,West,OFF-ST-10000255,Office Supplies,Storage,Storage SKU-015 (Premium Quality),24.69,6,0.1,2.75
2776,CA-2024-406204,2024-03-20,2024-03-24,Standard Class,CSU-00072,Susan Brown,Consumer,United States,San Diego,California,92109,West,OFF-AP-10000126,Office Supplies,Appliances,Appliances SKU-006 (Premium Quality),66.74,8,0.2,4.17
2777,CA-2024-613358,2024-03-21,2024-03-24,Standard Class,CJA-00082,Jackson Global #5,Corporate,United States,Boston,Massachusetts,02116,East,FUR-FU-10000108,Furniture,Furnishings,Furnishings SKU-018 (Premium Quality),25.31,3,0.1,2.81
2778,CA-2024-927749,2024-03-21,2024-03-21,Same Day,HQU-00073,Quinn Anderson,Home Office,United States,Virginia Beach,Virginia,23451,South,OFF-AP-10000121,Office Supplies,Appliances,Appliances SKU-001 (Premium Quality),124.51,7,0.2,7.78
2779,CA-2024-296944,2024-03-21,2024-03-24,Second Class,CTH-00002,Thomas Garcia,Consumer,United States,Phoenix,Arizona,85001,West,OFF-PA-10000218,Office Supplies,Paper,Paper SKU-008 (Premium Quality),19.06,9,0.4,-0.0
2780,CA-2024-133875,2024-03-22,2024-03-23,First Class,HDI-00130,Diana Jackson,Home Office,United States,Chicago,Illinois,60611,Central,OFF-LA-10000354,Office Supplies,Labels,Labels SKU-024 (Premium Quality),5.8,4,0.1,1.93
2781,CA-2024-159442,2024-03-22,2024-03-25,Standard Class,CGA-00006,Garcia Bros #5,Corporate,United States,Seattle,Washington,98103,West,OFF-ST-10000245,Office Supplies,Storage,Storage SKU-005 (Premium Quality),55.53,9,0.2,0.0
2782,CA-2024-435869,2024-03-22,2024-03-26,Standard Class,CJO-00051,Joseph Jackson,Consumer,United States,Wilmington,Delaware,19801,East,TEC-CO-10000487,Technology,Copiers,Copiers SKU-007 (Premium Quality),371.65,4,0.2,116.14
2783,CA-2024-830105,2024-03-22,2024-03-24,First Class,CKA-00147,Karen Williams,Consumer,United States,Albany,New York,12203,East,FUR-CH-10000057,Furniture,Chairs,Chairs SKU-027 (Premium Quality),119.13,9,0.4,-49.64
2784,CA-2024-884197,2024-03-23,2024-03-28,Standard Class,CTA-00138,Taylor Logistics #1,Corporate,United States,Wilmington,Delaware,19801,East,OFF-SU-10000299,Office Supplies,Supplies,Supplies SKU-029 (Premium Quality),50.34,7,0.2,-3.14
2785,CA-2024-794300,2024-03-23,2024-03-23,Same Day,CKA-00078,Karen Martinez,Consumer,United States,Austin,Texas,78701,Central,FUR-CH-10000039,Furniture,Chairs,Chairs SKU-009 (Premium Quality),72.69,4,0.4,-30.29
2786,CA-2024-831157,2024-03-23,2024-03-23,Same Day,CSM-00037,Smith Corp #2,Corporate,United States,Pittsburgh,Pennsylvania,15213,East,OFF-ST-10000241,Office Supplies,Storage,Storage SKU-001 (Premium Quality),95.34,5,0.0,19.07
2787,CA-2024-703330,2024-03-24,2024-03-24,Same Day,CJO-00113,Johnson LLC #9,Corporate,United States,San Francisco,California,94110,West,OFF-SU-10000280,Office Supplies,Supplies,Supplies SKU-010 (Premium Quality),59.11,5,0.0,8.87
2788,CA-2024-819909,2024-03-25,2024-03-28,Second Class,CMA-00029,Martin & Co #5,Corporate,United States,Newark,New Jersey,07102,East,OFF-AR-10000207,Office Supplies,Art,Art SKU-027 (Premium Quality),19.35,7,0.2,2.42
2789,CA-2024-301041,2024-03-25,2024-03-27,First Class,CGA-00114,Garcia Bros #2,Corporate,United States,Seattle,Washington,98103,West,OFF-EN-10000312,Office Supplies,Envelopes,Envelopes SKU-012 (Premium Quality),13.28,9,0.2,2.49
2790,CA-2024-351632,2024-03-25,2024-03-25,Same Day,CWI-00008,Wilson Holdings #8,Corporate,United States,Saint Louis,Missouri,63101,Central,OFF-EN-10000329,Office Supplies,Envelopes,Envelopes SKU-029 (Premium Quality),3.37,2,0.2,0.63
2791,CA-2024-232053,2024-03-26,2024-03-30,Second Class,CJO-00113,Johnson LLC #9,Corporate,United States,Raleigh,North Carolina,27601,South,FUR-TA-10000066,Furniture,Tables,Tables SKU-006 (Premium Quality),225.98,10,0.6,-293.78
2792,CA-2024-490386,2024-03-26,2024-03-28,First Class,HAL-00089,Alice Jackson,Home Office,United States,Raleigh,North Carolina,27601,South,OFF-PA-10000232,Office Supplies,Paper,Paper SKU-022 (Premium Quality),21.77,5,0.1,7.26
2793,CA-2024-505521,2024-03-26,2024-03-28,Second Class,CWI-00017,William Davis,Consumer,United States,Salt Lake City,Utah,84101,West,OFF-FA-10000379,Office Supplies,Fasteners,Fasteners SKU-019 (Premium Quality),0.6,2,0.2,0.07
2794,CA-2024-447270,2024-03-26,2024-03-30,Second Class,CMA-00088,Martin Consulting #5,Corporate,United States,San Francisco,California,94110,West,FUR-TA-10000075,Furniture,Tables,Tables SKU-015 (Premium Quality),78.15,2,0.3,-24.57
2795,CA-2024-136288,2024-03-26,2024-03-29,Standard Class,HTI-00109,Tina Garcia,Home Office,United States,Milwaukee,Wisconsin,53202,Central,FUR-FU-10000111,Furniture,Furnishings,Furnishings SKU-021 (Premium Quality),15.54,2,0.0,3.11
2796,CA-2024-119576,2024-03-27,2024-03-30,Standard Class,CEL-00124,Elizabeth Jackson,Consumer,United States,Seattle,Washington,98103,West,OFF-LA-10000358,Office Supplies,Labels,Labels SKU-028 (Premium Quality),1.59,6,0.0,0.64
2797,CA-2024-429502,2024-03-27,2024-03-28,First Class,CJO-00082,John Garcia,Consumer,United States,Cleveland,Ohio,44114,East,OFF-BI-10000178,Office Supplies,Binders,Binders SKU-028 (Premium Quality),37.38,10,0.4,-3.11
2798,CA-2024-286644,2024-03-27,2024-03-27,Same Day,CJO-00132,Jones Group #4,Corporate,United States,Chicago,Illinois,60611,Central,OFF-EN-10000322,Office Supplies,Envelopes,Envelopes SKU-022 (Premium Quality),6.47,6,0.1,1.79
2799,CA-2024-457591,2024-03-27,2024-03-28,First Class,CJO-00116,John Taylor,Consumer,United States,Pittsburgh,Pennsylvania,15213,East,OFF-SU-10000298,Office Supplies,Supplies,Supplies SKU-028 (Premium Quality),5.56,1,0.2,-0.35
2800,CA-2024-894348,2024-03-27,2024-03-29,Second Class,HAL-00004,Alice Williams,Home Office,United States,San Diego,California,92109,West,OFF-BI-10000172,Office Supplies,Binders,Binders SKU-022 (Premium Quality),3.47,5,0.0,1.22
2801,CA-2024-179028,2024-03-27,2024-03-28,First Class,CCH-00068,Charles Thomas,Consumer,United States,Columbus,Ohio,43215,East,FUR-FU-10000120,Furniture,Furnishings,Furnishings SKU-030 (Premium Quality),6.62,1,0.0,1.33
2802,CA-2024-278917,2024-03-27,2024-03-28,First Class,CSM-00020,Smith Corp #9,Corporate,United States,Wilmington,Delaware,19801,East,TEC-CO-10000486,Technology,Copiers,Copiers SKU-006 (Premium Quality),1089.41,6,0.0,490.23
2803,CA-2024-469161,2024-03-28,2024-03-28,Same Day,HSA-00071,Samuel Anderson,Home Office,United States,Seattle,Washington,98103,West,OFF-AR-10000195,Office Supplies,Art,Art SKU-015 (Premium Quality),0.26,1,0.0,0.08
2804,CA-2024-263591,2024-03-28,2024-04-03,Standard Class,CWI-00091,Wilson Holdings #4,Corporate,United States,San Antonio,Texas,78201,Central,OFF-EN-10000325,Office Supplies,Envelopes,Envelopes SKU-025 (Premium Quality),8.97,7,0.1,2.49
2805,CA-2024-653498,2024-04-01,2024-04-02,First Class,CSM-00060,Smith Corp #4,Corporate,United States,Miami,Florida,33139,South,FUR-FU-10000096,Furniture,Furnishings,Furnishings SKU-006 (Premium Quality),7.49,1,0.2,-0.0
2806,CA-2024-540954,2024-04-01,2024-04-04,Second Class,CMA-00018,Mary Brown,Consumer,United States,New York City,New York,10011,East,OFF-AR-10000209,Office Supplies,Art,Art SKU-029 (Premium Quality),3.27,3,0.0,0.98
2807,CA-2024-847582,2024-04-01,2024-04-02,First Class,HNO-00074,Nora Jackson,Home Office,United States,Boston,Massachusetts,02116,East,OFF-EN-10000313,Office Supplies,Envelopes,Envelopes SKU-013 (Premium Quality),4.34,2,0.1,1.21
2808,CA-2024-592236,2024-04-01,2024-04-01,Same Day,CMA-00128,Martinez Tech #6,Corporate,United States,Columbus,Ohio,43215,East,FUR-CH-10000052,Furniture,Chairs,Chairs SKU-022 (Premium Quality),131.38,10,0.3,-28.15
2809,CA-2024-284888,2024-04-02,2024-04-04,Second Class,HTI-00108,Tina Lee,Home Office,United States,Jacksonville,Florida,32202,South,OFF-LA-10000351,Office Supplies,Labels,Labels SKU-021 (Premium Quality),9.63,8,0.3,1.38
2810,CA-2024-662761,2024-04-02,2024-04-07,Standard Class,CMA-00104,Martin Consulting #2,Corporate,United States,Newark,New Jersey,07102,East,TEC-MA-10000452,Technology,Machines,Machines SKU-002 (Premium Quality),1206.39,8,0.3,-137.87
2811,CA-2024-689756,2024-04-02,2024-04-04,First Class,CTH-00092,Thomas & Sons #6,Corporate,United States,Pittsburgh,Pennsylvania,15213,East,OFF-SU-10000273,Office Supplies,Supplies,Supplies SKU-003 (Premium Quality),22.67,4,0.0,3.4
2812,CA-2024-130507,2024-04-02,2024-04-02,Same Day,CGA-00053,Garcia Bros #5,Corporate,United States,Detroit,Michigan,48201,Central,TEC-AC-10000441,Technology,Accessories,Accessories SKU-021 (Premium Quality),8.77,1,0.0,2.81
2813,CA-2024-101089,2024-04-03,2024-04-04,First Class,CJE-00133,Jennifer Rodriguez,Consumer,United States,Milwaukee,Wisconsin,53202,Central,OFF-AP-10000146,Office Supplies,Appliances,Appliances SKU-026 (Premium Quality),26.54,3,0.0,6.64
2814,CA-2024-232683,2024-04-03,2024-04-04,First Class,HHA-00087,Hannah Anderson,Home Office,United States,Denver,Colorado,80202,West,TEC-CO-10000493,Technology,Copiers,Copiers SKU-013 (Premium Quality),2082.55,6,0.0,937.15
2815,CA-2024-788481,2024-04-03,2024-04-03,Same Day,HET-00021,Ethan Moore,Home Office,United States,Richmond,Virginia,23219,South,FUR-BO-10000018,Furniture,Bookcases,Bookcases SKU-018 (Premium Quality),46.58,3,0.2,-4.66
2816,CA-2024-628689,2024-04-04,2024-04-04,Same Day,CMI-00024,Michael Taylor,Consumer,United States,Saint Louis,Missouri,63101,Central,FUR-TA-10000064,Furniture,Tables,Tables SKU-004 (Premium Quality),368.89,8,0.3,-115.94
2817,CA-2024-523855,2024-04-04,2024-04-04,Same Day,CCH-00081,Charles Garcia,Consumer,United States,Philadelphia,Pennsylvania,19104,East,OFF-BI-10000173,Office Supplies,Binders,Binders SKU-023 (Premium Quality),6.77,6,0.2,1.27
2818,CA-2024-942136,2024-04-04,2024-04-04,Same Day,CGA-00114,Garcia Bros #2,Corporate,United States,Salt Lake City,Utah,84101,West,FUR-CH-10000051,Furniture,Chairs,Chairs SKU-021 (Premium Quality),67.25,5,0.3,-14.42
2819,CA-2024-640304,2024-04-04,2024-04-07,Standard Class,HDI-00028,Diana Martin,Home Office,United States,Los Angeles,California,90036,West,OFF-PA-10000224,Office Supplies,Paper,Paper SKU-014 (Premium Quality),14.19,9,0.3,2.02
